#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
String_what_makes_a_good_person;way of making me really consider what makes a good person;sa façon de me faire vraiment considérer ce qui fait être une bonne personne;er Art, mich ernsthaft darüber nachdenken zu lassen, was einen guten Menschen ausmacht,;;manera de hacerme sopesar lo que convierte a alguien en buena persona;;;;;;;x
String_mischieveous_sense_of_humor;mischievous sense of humor;son sens de l'humour malicieux;em spitzbübischen Sinn für Humor;;travieso sentido del humor;;;;;;;x
String_challenging_me;way of challenging me to think outside of the box;sa façon de sortir des sentiers battus;er Art, mich dazu zu bringen, in ungewöhnlichen Bahnen zu denken,;;manera de retarme para que considere perspectivas diferentes;;;;;;;x
String_infectious_smile;infectious smile;son sourire contagieux;em ansteckenden Lächeln;;sonrisa contagiosa;;;;;;;x
String_taste_in_music;taste in music;ses goûts musicaux;em musikalischen Geschmack;;gusto musical;;;;;;;x
String_appreciation_for_small_things;appreciation for the small things in life;son appréciation pour les petites choses de la vie;er Wertschätzung für die kleinen Dinge im Leben;;aprecio por los pequeños detalles de la vida;;;;;;;x
String_optimistic_outlook_on_life;optimistic outlook on life;son regard optimiste sur la vie;er optimistischen Lebensanschauung;;visión optimista de la vida;;;;;;;x
String_innocence;innocence;son innocence;er Unschuld;;inocencia;;;;;;;x
String_jaded_view_of_romance;jaded view of romance;son regard cynique sur la romance;en abgespannten Ansichten über Liebe;;visión insensible del romanticismo;;;;;;;x
String_cracking_knuckles;way of cracking [This.GetHerHis] knuckles;sa manière de craquer ses doigts;er Art, [This.GetHerHis]e Knöchel knacken zu lassen,;;manera de hacerse crujir los nudillos;;;;;;;x
String_fighting_spirit;fighting spirit;son esprit combatif;em Kampfgeist;;espíritu luchador;;;;;;;x
String_sharp_wit;sharp wit;son esprit acéré;em scharfen Verstand;;aguzado ingenio;;;;;;;x
EVTOPTA_MNM_1842;Go away! I do not have a moment to spare.;Allez-vous-en ! Je n'ai pas un moment à perdre.;Geht weg! Ich habe keine Zeit zu erübrigen.;;¡Largo! No tengo tiempo que perder.;;;;;;;x
EVTTITLE_MNM_4217;A Cleansing Through Fire;Un nettoyage par le feu;Eine Läuterung durch Feuer;;A la purificación mediante el fuego;;;;;;;x
EVTDESC_MNM_4217;During a discussion with some fellow lay members of [This.Society.GetName], I mention the dusty old tomes I store in the library of [Root.Capital.Capital.GetName]. 'Most of the content is hardly intelligible!', I scoff. The eyes of my peers widen. 'One should not take writings of [Root.Religion.GetRandomEvilGodName] so lightly, my [Root.GetLordLady]'.;Au cours d'une discussion avec quelques membres lais [This.Get_du_Society], je mentionne les vieux volumes poussiéreux que je stocke dans ma bibliothèque à [Root.Capital.Capital.GetName]. « La plupart du contenu est à peine intelligible ! », moqué-je. Les yeux de mes pairs s'élargissent. « On ne devrait pas prendre les Écrits [Root.GetEvilGodDuDelaDes] à la légère, M[Root.GetOnA][Root.GetLordLady] ».;Bei einer Diskussion mit anderen Laienmitgliedern des "[This.Society.GetName]"-Zirkels erwähne ich die staubigen alten Bücher, die ich in der Bibliothek von [Root.Capital.Capital.GetName] aufbewahre. "Der größte Teil des Inhalts ist kaum zu verstehen!", sage ich spöttisch. Die Augen meiner Kollegen werden riesengroß. "Man sollte Schriften von [Root.Religion.GetRandomEvilGodName] nicht so auf die leichte Schulter nehmen, m[Root.Geteineine] [Root.GetLordLady].";;Durante una conversación con mis compañeros legos de [This.Society.GetName], menciono los viejos tomos polvorientos que conservo en la biblioteca de [Root.Capital.Capital.GetName]. «La mayoría de su contenido es apenas inteligible», me mofo. Mis compañeros se quedan boquiabiertos. «No hay que tomarse los escritos de [Root.Religion.GetRandomEvilGodName] tan a la ligera, mi [Root.GetLordLady]».;;;;;;;x
EVTOPTA_MNM_4217;Hrm... I shall see to it that the most dangerous ones are destroyed.;Hm... je veillerai à ce que les plus dangereux soient détruits.;Hm ... Ich werde dafür Sorge tragen, dass die gefährlichsten zerstört werden.;;Mmm... Me aseguraré de que los más peligrosos sean destruidos.;;;;;;;x
EVTOPTA_MNM_4217_zealous;You misunderstand! I am getting rid of the book, tonight.;Vous avez mal compris ! Je me débarrasse du livre, ce soir.;Ihr versteht das falsch! Ich schaffe mir das Buch noch heute Nacht vom Hals.;;¡No lo has entendido! Esta misma noche me desharé del libro.;;;;;;;x
EVTOPTB_MNM_4217;I have actually been arranging for several tomes to be burned!;J'ai réellement préparé plusieurs volumes pour être brûlés !;Ich habe in der Tat veranlasst, dass mehrere Bücher verbrannt werden!;;Lo cierto es que ya he ordenado que se quemen varios tomos.;;;;;;;x
EVTOPTB_MNM_4217_zealous;Actually, I shall cleanse my whole [Root.GetCapitalHolding] of these accursed objects.;En fait, je vais vider [Root.GetCapitalHolding] de ces objets maudits.;Ich werde in der Tat meine ganze [Root.GetCapitalHolding] von diesen verfluchten Gegenständen befreien.;;De hecho, voy a limpiar mi [Root.GetCapitalHolding] al completo de esos condenados trastos.;;;;;;;x
EVTOPTC_MNM_4217;This all sounds a bit excessive.;Tout cela semble un peu excessif.;Das klingt alles reichlich übertrieben.;;Todo eso suena algo excesivo.;;;;;;;x
EVTOPTC_MNM_4217_scholar;On the other hand, all knowledge can be valuable.;Également, tout savoir peut être précieux.;Andererseits kann alles Wissen von hohem Wert sein.;;Por otro lado, todo conocimiento es valioso.;;;;;;;x
EVTTITLE_MNM_4218;An Dusty Old Tome;Un vieux volume poussiéreux;Ein verstaubtes altes Buch;;Un viejo tomo polvoriento;;;;;;;x
EVTDESC_MNM_4218;As I retire for the night, I glance at my nightstand... It looks almost as if there is a... There's a thick leather-bound tome, placed right by my bed. What is the meaning of this?;Alors que je me retire pour la nuit, je jette un coup d'oeil à ma table de chevet... On dirait qu'il y a... un épais volume, placé juste à côté de mon lit. Qu'est-ce que cela signifie ?;Als ich mich zur Nachtruhe zurückziehe, fällt mein Blick auf meinen Nachttisch ... Mir kommt es fast so vor, als liege dort ein ... Direkt neben meinem Bett liegt ein in Leder gebundenes dickes Buch. Was hat das zu bedeuten?;;Cuando me retiro al final del día, echo un vistazo a mi mesa de noche. Casi parece que hay... Hay un grueso tomo encuadernado en cuero justo al lado de mi cama. ¿Qué significa esto?;;;;;;;x
EVTOPTA_MNM_4218_TT;You throw the book out, ordering it burned.\n;Vous lâchez le livre et ordonnez de le brûler.\n;Ihr werft das Buch hinaus und befehlt, es zu verbrennen.\n;;Haces que se lleven el libro y ordenas que lo quemen.\n;;;;;;;x
EVTOPTA_MNM_4218;I am fairly certain I got rid of this thing...;Je suis certain[Root.Get_E] de m'être débarrassé[Root.Get_E] de cette chose...;Ich bin mir recht sicher, dass ich mir dieses Ding vom Hals geschafft habe ...;;Creía tener la certeza de haberme deshecho de esa cosa...;;;;;;;x
EVTOPTB_MNM_4218;How long has that been there?;Depuis combien de temps était-ce là ?;Wie lange ist das denn schon hier?;;¿Cuánto tiempo llevaría ahí?;;;;;;;x
EVTOPTB_MNM_4218_TT;You scratch your head.\n;Vous vous grattez la tête.\n;Ihr kratzt Euch am Kopf.\n;;Te rascas la cabeza.\n;;;;;;;x
RULE_SECRET_CULTS;Secret Religious Cults;Sectes religieuses secrètes;Geheime religiöse Kulte;;Sectas religiosas secretas;;;;;;;x
RULE_SECRET_CULTS_DEFAULT_DESC;Secret Religious Cults can be founded.;Les sectes religieuses secrètes peuvent être fondées.;Es können geheime religiöse Kulte gefunden werden.;;Pueden fundarse sectas religiosas secretas.;;;;;;;x
RULE_SECRET_CULTS_NONE_DESC;Secret Religious Cults can not be founded.;Les sectes religieuses secrètes ne peuvent pas être fondées.;Es können keine geheimen religiösen Kulte gefunden werden.;;No pueden fundarse sectas religiosas secretas.;;;;;;;x
EVTOPTC20270;I will NEVER embrace your vile heresy... publicly.;Je n'embrasserai jamais votre vile hérésie... publiquement.;Ich werde NIEMALS Eure abscheuliche Ketzerei annehmen ... jedenfalls nicht öffentlich.;;NUNCA abrazaré tu vil herejía... públicamente.;;;;;;;x
EVTOPTD_SOA_4000;Intriguing... I should talk to the locals.;Intriguant... Je vais discuter avec eux.;Interessant ... Ich sollte mit den Einheimischen sprechen.;;Fascinante... Debería hablar con los lugareños.;;;;;;;x
DECLARE_WAR_INTERACTION_SHORT_DESC;Declare war on §Y[Recipient.GetBestName]§!;Déclarer la guerre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§!;§Y[Recipient.GetBestName]§! den Krieg erklären;;Declara la guerra a §Y[Recipient.GetBestName]§!.;;;;;;;x
ASK_TO_DECLARE_WAR_INTERACTION_SHORT_DESC;Declare war on §Y[Recipient.GetBestName]§!;Déclarer la guerre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§!;§Y[Recipient.GetBestName]§! den Krieg erklären;;Declara la guerra a §Y[Recipient.GetBestName]§!.;;;;;;;x
ASK_REALM_PEACE_INTERACTION_SHORT_DESC;Ask for Realm Peace;Demander la paix dans le pays;Um Reichsfrieden bitten;;Pide la paz del reino.;;;;;;;x
REVOKE_TITLE_INTERACTION_SHORT_DESC;Revoke §Y[ThirdPartyTitle.GetFullName]§! from §Y[Recipient.GetTitledFirstName]§!;Révoquer §Y[ThirdPartyTitle.GetFullName]§! appartenant [Recipient.Get_au_TitledFirstNameJ];§Y[Recipient.GetTitledFirstName]§! den Titel §Y[ThirdPartyTitle.GetFullName]§! entziehen;;Revoca el título de §Y[ThirdPartyTitle.GetFullName]§! a §Y[Recipient.GetTitledFirstName]§!;;;;;;;x
GRANT_VICE_ROYALTY_INTERACTION_SHORT_DESC;Grant Viceroyalty §Y[ThirdPartyTitle.GetFullName]§! to §Y[Recipient.GetTitledFirstName]§!;Concéder la vice-royauté '§Y[ThirdPartyTitle.GetFullName]§!' [Recipient.Get_au_TitledFirstNameJ];§Y[Recipient.GetTitledFirstName]§! den Titel §Y[ThirdPartyTitle.GetFullName]§! des Vizekönigreichs gewähren;;Concede el virreinato de §Y[ThirdPartyTitle.GetFullName]§! a §Y[Recipient.GetTitledFirstName]§!;;;;;;;x
