#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVT_MNM_20015_TT;You picked the wrong neighbor, my friends...;Il semble que vous ayez choisi le mauvais voisin...;Ihr habt euch die falschen Nachbarn ausgesucht, meine Freunde ...;;Escogisteis a la persona equivocada...;;;;;;;;;x
EVTOPTB_7010;My immortal soul... What if I'm wrong?;Mon âme immortelle... Et si j'avais tort ?;Meine unsterbliche Seele ... Was, wenn es falsch ist?;;Este paso es definitivo, ¿y si me equivoco?;;;;;;;;;x
EVTOPTB_7010_TT;You order your servants to scrub the door clean, putting to rest any rumors this could stir up.\n;Vous ordonnez à vos domestiques de nettoyer la porte, afin d'empêcher toute rumeur.\n;Ihr befehlt Euren Bediensteten, die Tür zu säubern, um jegliche diesbezügliche Gerüchte im Keim zu ersticken.\n;;Ordenas a los sirvientes que limpien la sangre de la pared antes de que empiecen las habladurías.\n;;;;;;;;;x
EVTOPTB_7017;I... I can't do this!;Je... je ne peux pas faire ça !;Ich ... Ich kann das nicht tun!;;No... ¡No puedo hacerlo!;;;;;;;;;x
EVTOPTB_7018;This was a necessary evil.;Ce fut un mal nécessaire.;Das war ein notwendiges Übel.;;Ha sido un mal necesario.;;;;;;;;;x
EVTOPTB_7018_TT;You become a member of [satanists_inductor.Society.GetName].\n;Vous rejoignez [satanists_inductor.Get_le_Society].\n;Ihr werdet ein Mitglied des "[satanists_inductor.Society.GetName]"-Zirkels.\n;;Te conviertes en miembro de [satanists_inductor.Society.GetName].\n;;;;;;;;;x
EVTOPTB_7019;Guards! GUAAARDS!!!;Gardes ! GAAARDES !!!;Wachen! WACHEEEN!;;¡Guardias! ¡GUARDIAS!;;;;;;;;;x
EVTOPTB_7019_TT;[satanists_inductor.Society.GetNameCap] escape from your [Root.GetCapitalHolding].\nYou are injured during the chaos.\n;[satanists_inductor.Society.GetNameCap] s'échappent [Root.GetCapitalHoldingDuDela].\nVous êtes blessé[Root.Get_E].\n;Die "[satanists_inductor.Society.GetNameCap]"-Anhänger flüchten aus Eurer Heimat.\nIhr werdet bei dem Chaos verletzt.\n;;Los miembros de la sociedad consiguen escapar.\nTe has lesionado durante la caótica huida.\n;;;;;;;;;x
EVTOPTB_7030;I have changed my mind.;J'ai changé d'avis.;Ich habe es mir anders überlegt.;;He cambiado de opinión.;;;;;;;;;x

EVTOPTC_7002;Disappointing.;Décevant.;Enttäuschend.;;Qué decepción.;;;;;;;;;x
EVTOPTC_7004;This has been a wasted effort – [satanists_recruit.GetFirstName] is locked in [satanists_recruit.GetHerHis] views.;Ce fut un effort vain – [satanists_recruit.GetFirstName] campe sur ses positions.;Das war vergeudete Mühe. [satanists_recruit.GetFirstName] lässt sich von [satanists_recruit.GetHerHis]en Ansichten nicht abbringen.;;El esfuerzo ha sido en vano, [satanists_recruit.GetFirstName] se aferra a sus creencias.;;;;;;;;;x
EVTOPTC_7009;I am beginning to feel that I have been missing out...;Je commence à croire que j'ai été oublié[Root.Get_E]...;Langsam denke ich, dass mir einiges entgangen ist ...;;Podría decirse que tenía una venda sobre los ojos.;;;;;;;;;x
EVTOPTC_7017;I can't do this! I'm a married [Root.GetManWoman]!;Je ne peux pas faire ça ! Je suis un[Root.Get_E] [Root.GetManWoman] marié[Root.Get_E] !;Ich kann das nicht tun! Ich bin verheiratet!;;¡No puedo hacerlo! ¡Soy una persona casada!;;;;;;;;;x
EVTOPTC_7019;This is... not... good.;Ce n'est pas... bon.;Das ist ... nicht ... gut.;;Lo que me faltaba...;;;;;;;;;x
EVTOPTC_7019_TT;[satanists_inductor.Society.GetNameCap] escape from your [Root.GetCapitalHolding] and you are tragically killed during the chaos.\n;[satanists_inductor.Society.GetNameCap] s'échappent [Root.GetCapitalHoldingDuDela].\nVous êtes tragiquement tué[Root.Get_E].\n;Die "[satanists_inductor.Society.GetNameCap]"-Anhänger flüchten aus Eurer Heimat und Ihr kommt bei dem Chaos tragischerweise ums Leben.\n;;Los miembros de la sociedad consiguen escapar. Sufres un accidente mortal durante la caótica huida.\n;;;;;;;;;x

EVTOPTD_7009;Why must we always put the needs of others before our own...?;Pourquoi toujours placer les besoins des autres avant les nôtres ?;Warum müssen wir die Bedürfnisse anderer den unseren voranstellen ...?;;¿Por qué siempre ponemos por delante las necesidades de los demás?;;;;;;;;;x

EVTOPTA_MNM_6993;Something must have gone wrong.;Quelque chose a dû mal se passer.;Irgendetwas muss schiefgelaufen sein.;;Algo ha debido de salir mal.;;;;;;;;;x
EVTOPTA_MNM_6995;Something must have gone wrong.;Quelque chose a dû mal se passer.;Irgendetwas muss schiefgelaufen sein.;;Algo ha debido de salir mal.;;;;;;;;;x
EVTOPTA_MNM_7029;I will see to it!;Je vais m'en occuper !;Ich werde mich darum kümmern!;;¡Me hago cargo!;;;;;;;;;x
EVTOPTA_MNM_7051_TT;The use of dark magic has corrupted you.\n;L'utilisation de la magie noire vous a corrompu.\n;Die Verwendung dunkler Magie hat Euch verdorben.\n;;El uso de la magia oscura te ha corrompido.\n;;;;;;;;;x
EVTOPTA_MNM_7113;Kill them, dead men tell no tales.;[desecration_holder.GetLeLaCap] tuer. Les morts ne racontent pas ce qu'ils ont vu.;Tötet sie. Tote erzählen keine Geschichten.;;¡Acabad con su vida! Es la única forma de que no se vaya de la lengua.;;;;;;;;;x
EVTOPTA_MNM_7116;These relics shall be put to better use. My use.;On devrait faire un meilleur usage de ces reliques. Mon usage.;Diese Relikte werden einer besseren Sache dienen. Meiner Sache.;;Debemos usar las reliquias para otros fines. Mis fines.;;;;;;;;;x
EVTOPTA_MNM_7118_TOOLTIP;Removes all symptoms and minor diseases, has a chance to remove stronger diseases and perform a miracle.;Enlève tout symptôme ou maladie mineure, et pourrait enlever une maladie plus grave et réaliser un miracle.;Entfernt alle Symptome sowie leichte Erkrankungen und hat die Chance, schwerere Erkrankungen aufzuheben und ein Wunder zu wirken.;;Cura todos los síntomas de enfermedades leves y puede curar enfermedades graves mediante un milagro.;;;;;;;;;x
EVTOPTA_MNM_7121;Leave us alone, guard. Do not return until first light.;Gardes, laissez-nous. Ne revenez pas avant l'aube.;Lasst uns alleine, Wache. Kehrt erst wieder im Morgengrauen zurück.;;Déjanos a solas, guardia. No regreses hasta los primeros albores.;;;;;;;;;x
EVTOPTA_MNM_7123;The light no longer blinds you, dear [dw_induction_target.GetSisterBrother].;La lumière ne vous aveugle plus, ch[dw_induction_target.GetErEre] [dw_induction_target.GetSisterBrother].;Das Licht blendet Euch nicht länger, [dw_induction_target.GetSisterBrother].;;La luz ya no te ciega, [dw_induction_target.GetSisterBrother].;;;;;;;;;x
EVTOPTA_MNM_7507;And so, it is done.;Voilà qui est fait.;Es ist vollbracht.;;Listo.;;;;;;;;;x
EVTOPTA_MNM_7507_TOOLTIP;Now you can only await the pending birth.;Maintenant, vous pouvez seulement attendre la naissance à venir.;Nun könnt Ihr nur noch die bevorstehende Geburt abwarten.;;Ahora solo queda esperar a que nazca la criatura.;;;;;;;;;x
EVTOPTA_MNM_7801;Speak the words, and seal [dark_divorce_target.GetHerHis] fate!;Dire les mots, et sceller son destin !;Sprecht die Worte und besiegelt [dark_divorce_target.GetHerHis] Schicksal!;;Recitas las palabras necesarias y su destino queda sellado.;;;;;;;;;x
EVTOPTA_MNM_7801_TOOLTIP;Bring the wrath of [Root.GetDWDevil] upon §Y[dark_divorce_target.GetTitledFirstName]§!!;Vous déversez la colère [Root.GetDWDevilDuDela] sur [dark_divorce_target.Get_le_TitledFirstNameJ] !;Lasst §Y[dark_divorce_target.GetTitledFirstName]§! den Zorn von [Root.GetDWDevil] schmecken!;;¡Que la ira de [Root.GetDWDevil] caiga sobre §Y[dark_divorce_target.GetTitledFirstName]§!!;;;;;;;;;x
EVTOPTA_MNM_7803;I would rather never see what [dark_divorce_target.GetSheHe] saw.;Je préférerais ne jamais voir ce qu'[dark_divorce_target.GetIlElle]  a vu.;Ich will nicht wissen, was [dark_divorce_target.GetSheHe] gesehen hat.;;No quiero ni imaginarme qué fue lo último que vio.;;;;;;;;;x
EVTOPTA_MNM_7804;Out with a bang! [dark_divorce_target.GetSheHeCap] always did have style.;Tout feu tout flamme ! [dark_divorce_target.GetIlElleCap] a toujours eu du panache.;Mit einem Knall verabschiedet! [dark_divorce_target.GetSheHeCap] hatte schon immer Stil.;;Podría decirse que fue una muerte relámpago.;;;;;;;;;x
EVTOPTA_MNM_7805;Damn! I liked that bed.;Bon sang ! J'aimais ce lit.;Verdammt! Ich mochte dieses Bett.;;Maldición, con lo cómoda que era esa cama...;;;;;;;;;x
EVTOPTA_MNM_7806;Hmm, a real 'murder' of crows...;Hm, un vrai 'meurtre' de corbeaux...;Hmm, Tod durch Krähenschwarm ...;;No me extraña que digan que son aves de mal agüero.;;;;;;;;;x
EVTOPTA_MNM_7808;This could prove interesting...;Cela pourrait s'avérer intéressant...;Das könnte interessant werden ...;;Tengo curiosidad por ver qué pasa.;;;;;;;;;x
EVTOPTA_MNM_7810;Ahh, silence is truly golden.;Ahh, le silence est effectivement d'or.;Ahh, Schweigen ist wahrlich Gold.;;Ah... El silencio es oro.;;;;;;;;;x
EVTOPTA_MNM_7815;I choose the cat, lord of all beasts!;Je choisis le chat, seigneur de toutes les bêtes !;Ich wähle die Katze, Herrscherin über alle Tiere!;;Elijo al gato, ¡la bestia más noble!;;;;;;;;;x
EVTOPTA_MNM_7821_DANGEROUS;May [Root.GetDWDemons] dance on [From.GetFirstName]'s grave!;Puissent les [Root.GetDWDemons] danser sur la tombe de [From.GetFirstName] !;Mögen [Root.GetDWDemons] auf dem Grab von [From.GetFirstName] tanzen!;;¡Que los diablos bailen sobre la tumba de [From.GetFirstName]!;;;;;;;;;x
EVTOPTA_MNM_7821_MILD;At least I hope [From.GetFirstName] suffers!;J'espère au moins que [From.GetFirstName] souffre !;Ich hoffe, [From.GetFirstName] leidet wenigstens!;;¡Espero que [From.GetFirstName] sufra!;;;;;;;;;x
EVTOPTA_MNM_7822;Welcome to my court, [devil_disciple.GetSocietyRank] [devil_disciple.GetTitledFirstName]!;Bienvenue à ma Cour, [devil_disciple.GetSocietyRank] [devil_disciple.GetFirstName] !;Willkommen an meinem Hof, [devil_disciple.GetSocietyRank] [devil_disciple.GetTitledFirstName]!;;¡Te doy la bienvenida a la corte, [devil_disciple.GetSocietyRank] [devil_disciple.GetTitledFirstName]!;;;;;;;;;x
EVTOPTA_MNM_7826;I'll turn [corrupt_priest_target.GetHerHis] guilty pleasures into vices!;Je vais faire de ses plaisirs coupables des vices !;Ich werde aus [corrupt_priest_target.GetHerHis]en heimlichen Vorlieben Laster machen!;;¡Voy a convertir sus placeres en vicios!;;;;;;;;;x
EVTOPTA_MNM_7826_TOOLTIP;Send people to find out whether §Y[corrupt_priest_target.GetTitledFirstName]§! has any character traits that could develop into vices.\n;Vous envoyez des personnes enquêter pour savoir si [corrupt_priest_target.Get_le_TitledFirstNameJ] a des traits de caractère qui pourraient devenir des vices.\n;Entsendet jemanden, um herauszufinden, ob §Y[corrupt_priest_target.GetTitledFirstName]§! Charakterzüge besitzt, die sich zu einem Laster wandeln könnten.\n;;Envías a tus agentes para que averigüen si §Y[corrupt_priest_target.GetTitledFirstName]§! tiene algún rasgo de personalidad que se pudiera convertir en un vicio.;;;;;;;;;x
EVTOPTA_MNM_7830;...and hope my ploy succeeds.;...et espérer que mon stratagème fonctionne.;... und ich hoffe, mein Plan gelingt.;;Espero que mis planes tengan éxito.;;;;;;;;;x
EVTOPTA_MNM_7830_TOOLTIP;Attempt to corrupt §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;Vous tentez de corrompre [corrupt_priest_target.Get_le_TitledFirstNameJ].\n;Versucht, §Y[corrupt_priest_target.GetTitledFirstName]§! zu korrumpieren.\n;;Tratas de corromper a §Y[corrupt_priest_target.GetTitledFirstName]§!.;;;;;;;;;x
EVTOPTA_MNM_7832;The things I do for [Root.GetDWDevil]...;C'est pour [Root.GetDWDevil] que je le fais...;Was ich nicht alles für [Root.GetDWDevil] tue ...;;Lo que me toca hacer por [Root.GetDWDevil]...;;;;;;;;;x
EVTOPTA_MNM_7834;Oh no...;Oh non...;Oh nein ...;;¡Oh, no!;;;;;;;;;x
EVTOPTA_MNM_7834_TOOLTIP;People will not be happy to hear this...\n;Les gens ne seront pas contents de l'apprendre...\n;Das werden die Menschen nicht gerne hören ...\n;;A la gente no le va a hacer gracia...\n;;;;;;;;;x
EVTOPTA_MNM_7835;...and hope my ploy succeeds.;...et espérer que mon stratagème fonctionne.;... und ich hoffe, mein Plan gelingt.;;Espero que mis planes tengan éxito.;;;;;;;;;x
EVTOPTA_MNM_7835_TOOLTIP;Attempt to corrupt §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;Vous tentez de corrompre [corrupt_priest_target.Get_le_TitledFirstNameJ].\n;Versucht, §Y[corrupt_priest_target.GetTitledFirstName]§! zu korrumpieren.\n;;Tratas de corromper a §Y[corrupt_priest_target.GetTitledFirstName]§!.;;;;;;;;;x
EVTOPTA_MNM_7837;I am so altruistic!;Je suis si altruiste !;Wie selbstlos ich doch bin!;;¡Soy puro altruismo!;;;;;;;;;x
EVTOPTA_MNM_7839;I will see to it!;Je vais m'en occuper !;Ich werde mich darum kümmern!;;¡Me hago cargo!;;;;;;;;;x
EVTOPTA_MNM_7841;Do it!;Faisons-le !;Tut es!;;¡Lo haré!;;;;;;;;;x
EVTOPTA_MNM_7841_TOOLTIP;Send out the being to take possession of §Y[possess_courtier_target.GetTitledFirstName]§!!\n;Invoquons cet être pour prendre possession [possess_courtier_target.Get_du_TitledFirstNameJ] !\n;Schickt das Wesen los, um von §Y[possess_courtier_target.GetTitledFirstName]§! Besitz zu ergreifen!\n;;Envías al espíritu a que posea a §Y[possess_courtier_target.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTA_MNM_7843;Exactly as planned.;Exactement comme prévu.;Genau wie geplant.;;Tal y como esperábamos.;;;;;;;;;x
EVTOPTA_MNM_7844;Curses!;Malédictions !;Verflucht!;;¡Maldita sea!;;;;;;;;;x
EVTOPTA_MNM_7844_TOOLTIP;§Y[possess_courtier_target.GetTitledFirstName]§! retains [possess_courtier_target.GetHerHis] free will.\n;[possess_courtier_target.Get_Le_TitledFirstNameJ] conserve son libre arbitre.\n;§Y[possess_courtier_target.GetTitledFirstName]§! verfügt weiterhin über freien Willen.\n;;§Y[possess_courtier_target.GetTitledFirstName]§! conserva su libre albedrío.\n;;;;;;;;;x
EVTOPTA_MNM_7845;How... Unfortunate.;Comme c'est... dommage.;Wie ... bedauerlich.;;Una lástima.;;;;;;;;;x
EVTOPTA_MNM_7845_TOOLTIP;§Y[possess_courtier_target.GetTitledFirstName]§! retains their free will, or what remains of it.\n;[possess_courtier_target.Get_Le_TitledFirstNameJ] conserve son libre arbitre, ou ce qu'il en reste.\n;§Y[possess_courtier_target.GetTitledFirstName]§! verfügt weiterhin über freien Willen oder zumindest über das, was davon übrig ist.\n;;§Y[possess_courtier_target.GetTitledFirstName]§! conserva su libre albedrío, o lo que queda de él.\n;;;;;;;;;x
EVTOPTA_MNM_7847;B-but you were so loyal!;M-ais vous étiez si loyal[possess_courtier_target.Get_E] !;A-aber du warst mir so treu!;;Pero si me juraste lealtad...;;;;;;;;;x
EVTOPTA_MNM_20000;What a lovely idea! I'll wear my [Root.GetDWPartyClothes].;Quelle bonne idée ! Je vais mettre [Root.GetDWPartyClothes].;Was für eine niedliche Idee! Ich werde etwas Besonderes ([Root.GetDWPartyClothes]) tragen.;;¡Qué idea tan encantadora! Me pondré mi/s [Root.GetDWPartyClothes].;;;;;;;;;x
EVTOPTA_MNM_20004;Let's do it again sometime.;Faisons-le encore une fois.;Wir sollten das beizeiten wiederholen.;;Tenemos que repetirlo.;;;;;;;;;x
EVTOPTA_MNM_20004_BAD;I feel drained.;Je me sens vidé[Root.Get_E].;Ich fühle mich ausgelaugt.;;Me siento frágil.;;;;;;;;;x
EVTOPTA_MNM_20004_CANNIBAL;But most of all, my compliments to the chef!;Mais surtout, mes compliments au chef !;Doch vor allem gilt mein besonderer Dank dem Koch!;;Pero, sobre todo, ¡mis felicitaciones al chef!;;;;;;;;;x
EVTOPTA_MNM_20004_CHANGE;I feel like a changed [Root.GetManWoman]...;Je suis un[Root.Get_E] autre [Root.GetManWoman]...;Ich fühle mich als [Root.GetManWoman] völlig neu ...;;Siento que he cambiado como [Root.GetManWoman]...;;;;;;;;;x
EVTOPTA_MNM_20004_GOOD;I feel great!;Je me sens en pleine forme !;Ich fühle mich großartig!;;¡Me siento fenomenal!;;;;;;;;;x
EVTOPTA_MNM_20012;About time! I'll bring my [Root.GetDWImplements]!;Il était temps ! Je vais emporter [Root.GetDWImplements] !;Das wurde auch Zeit! Ich bringe meine [Root.GetDWImplements] mit!;;¡Ya era hora! ¡Traeré mi/s [Root.GetDWImplements]!;;;;;;;;;x
EVTOPTA_MNM_20014;Keep going. They get to live... for now.;Continuons d'avancer. Ils vivront... pour le moment.;Gehen wir weiter. Sollen sie doch leben ... wenigstens für den Moment.;;Continúa. Permitiremos que vivan... de momento.;;;;;;;;;x
EVTOPTA_MNM_20014_B;It is time to spill some blood!;Il est temps de faire couler le sang !;Es ist an der Zeit, etwas Blut zu vergießen!;;¡Derramemos algo de sangre!;;;;;;;;;x
EVTOPTA_MNM_20015;Burn it all, no one must know!;Brûlons tout, personne ne doit savoir !;Verbrennt alles! Niemand darf davon erfahren!;;¡Quémalo todo, nadie debe descubrirlo!;;;;;;;;;x
EVTOPTA_MNM_20015_B;Be merry tonight, my kindred, for tomorrow civilization awaits.;Profitez de la soirée, car demain la civilisation vous attend.;Erfreut euch des Abends, denn morgen erwartet euch die Zivilisation.;;Sed felices esta noche, hermanos, porque mañana espera la civilización;;;;;;;;;x
EVTOPTA_MNM_20016;Ignorant scum. [Root.Location.Religion.GetHighGodNameCap] will not save them...;Quels rebuts ! [Root.Location.Get_Le_HighGod] ne les sauvera pas...;Ungebildeter Abschaum. [Root.Location.Religion.GetHighGodNameCap] wird sie nicht retten ...;;Chusma ignorante. [Root.Location.Religion.GetHighGodNameCap] no los salvará...;;;;;;;;;x
EVTOPTA_MNM_20017;Playtime is over. I will show them REAL horrors!;La plaisanterie a assez duré. Je vais leur montrer ce qu'est vraiment l'horreur !;Bisher war alles noch Spaß. Nun sollen sie erleben, was ECHTER Schrecken bedeutet!;;Se acabaron los juegos. ¡Se van a enterar de lo que es el horror VERDADERO!;;;;;;;;;x
EVTOPTA_MNM_20021;Amusing. On to the next place, [satanic_reveler.GetFirstName]?;Amusant. Quand est-ce qu'on recommence, [satanic_reveler.GetFirstName] ?;Das war ein Spaß. Wollen wir weiterziehen, [satanic_reveler.GetFirstName]?;;Qué divertido. ¿Cuál es nuestro próximo destino, [satanic_reveler.GetFirstName]?;;;;;;;;;x
EVTOPTA_MNM_20021_B;Until next time, [satanic_reveler.GetFirstName].;Jusqu'à la prochaine fois, [satanic_reveler.GetFirstName].;Bis zum nächsten Mal, [satanic_reveler.GetFirstName].;;Hasta la próxima vez, [satanic_reveler.GetFirstName].;;;;;;;;;x
EVTOPTA_MNM_20021_OOPS;Err, I just drank the beer, didn't I?!;Je... viens juste de boire la bière en question ?!;Äh, ich habe doch gerade erst ein Bier getrunken, oder?!;;Eeh... Yo solo bebí cerveza, ¡¿verdad?!;;;;;;;;;x
EVTOPTA_MNM_20021_RIVALRY;The curse of [Root.GetDWRandomDemon] upon you, [satanic_reveler.GetBitchBastard]!;Ah [satanic_reveler.GetLeLa] [satanic_reveler.GetBitchBastard] ! Que [Root.GetDWRandomDemon] [satanic_reveler.GetLeLa] maudisse !;Der Fluch von [Root.GetDWRandomDemon] soll Euch treffen, [satanic_reveler.GetBitchBastard]!;;¡Que [Root.GetDWRandomDemon] te maldiga, [satanic_reveler.GetBitchBastard]!;;;;;;;;;x
EVTOPTA_MNM_20022;And why am I naked?!;Et pourquoi suis-je nu[Root.Get_E] ?;Und warum bin ich nackt?!;;¿Y dónde está mi ropa?;;;;;;;;;x
EVTOPTA_MNM_20032;Unlimited Power!;Pouvoirs illimités !;Unendliche Macht!;;¡Poder sin límites!;;;;;;;;;x
EVTOPTA_MNM_20034_EPIDEMIC;A foul miasma spreads throughout [Root.Location.GetName].;Des miasmes se propagent en [Root.Location.GetName].;Eine faulige Pestilenz breitet sich aus in [Root.Location.GetName].;;Un miasma hediondo se extiende por [Root.Location.GetName].;;;;;;;;;x
EVTOPTA_MNM_20034_EUNUCH;Not my manhood!;Pas mon membre viril !;Nicht meine Männlichkeit!;;¡Mi virilidad, no!;;;;;;;;;x
EVTOPTA_MNM_20034_EXPOSURE;We won't be able to keep this a secret...;Nous ne serons pas en mesure de garder cela secret...;Wir werden es nicht schaffen, dies geheim zu halten...;;No lograremos mantener esto en secreto...;;;;;;;;;x
EVTOPTA_MNM_20034_ILLNESS;I feel terrible!;Je me sens très mal !;Ich fühle mich furchtbar!;;¡Me siento fatal!;;;;;;;;;x
EVTOPTA_MNM_20034_KILL_RIVAL_1;Pray kill my rival, [rival_1.GetTitledName]!;Prions pour que m[rival_1.GetOnA] rival[rival_1.Get_E], [rival_1.Get_le_TitledFirstName], en meure !;Tötet meinen Rivalen, [rival_1.GetTitledName]!;;¡Te lo ruego, mata a mi rival, [rival_1.GetTitledName]!;;;;;;;;;x
EVTOPTA_MNM_20034_KILL_RIVAL_2;Pray kill my rival, [rival_2.GetTitledName]!;Prions pour que m[rival_2.GetOnA] rival[rival_2.Get_E], [rival_2.Get_le_TitledFirstName], en meure !;Tötet meinen Rivalen, [rival_2.GetTitledName]!;;¡Te lo ruego, mata a mi rival, [rival_2.GetTitledName]!;;;;;;;;;x
EVTOPTA_MNM_20034_POSSESS;The laughter... it's in my head now!;Les rires... ils sont dans ma tête maintenant !;Dieses Lachen ... es ist direkt in meinem Kopf!;;Esa risa... ¡no me la puedo quitar de la cabeza!;;;;;;;;;x
EVTOPTA_MNM_20034_RIVALRY;This is all [demon_summoner.GetFirstName]'s fault!;Tout est de la faute de [demon_summoner.GetFirstName] !;An allem ist nur [demon_summoner.GetFirstName] schuld!;;¡Esto es culpa de [demon_summoner.GetFirstName]!;;;;;;;;;x
EVTOPTA_MNM_20034_STUPID;Duh? I can't... think...;Hein ? Je ne peux pas... réfléchir...;Wie? Ich kann ... nicht mehr denken ...;;¿Eh? No puedo... pensar...;;;;;;;;;x
EVTOPTA_MNM_20035;AAAAaahh...;;;;;;;;;;;;;x
EVTOPTA_MNM_20043;Time to dust off my acting skills!;Il est temps de dépoussiérer mes talents d'act[Root.GetEurRice] !;Zeit für eine kleine Auffrischung meiner schauspielerischen Fähigkeiten!;;¡Es hora de desempolvar mis habilidades de interpretación!;;;;;;;;;x
EVTOPTA_MNM_20045;Tour the countryside, masquerading as the [target_province.Religion.GetPriestTitle].;Parcourir la campagne, en se faisant passer pour le [target_province.Religion.GetPriestTitle].;Zieht als Wanderer durch die Region, verkleidet als [target_province.Religion.GetPriestTitle].;;Viaja por los pueblos disfrazándote de [target_province.Religion.GetPriestTitle].;;;;;;;;;x
EVTOPTA_MNM_20049;What will people think of your servants now, [target_province.Religion.GetHighGodName]!?;Que vont penser les gens de vos fidèles à présent, [target_province.Get_le_HighGod] !?;Was wird das Volk nun von deinen Dienern denken, [target_province.Religion.GetHighGodName]!?;;¡¿Qué pensará la gente ahora de tus siervos, [target_province.Religion.GetHighGodName]?!;;;;;;;;;x
EVTOPTA_MNM_20052;We'll see who gets the last laugh, [dw_buddy.GetFirstName]...;Rira bien qui rira le dernier, [dw_buddy.GetFirstName]...;Wir werden sehen, wer zuletzt lacht, [dw_buddy.GetFirstName] ...;;Veremos quién ríe en último lugar, [dw_buddy.GetFirstName]...;;;;;;;;;x
EVTOPTA_MNM_20053;That scheming [GetRootFromInsult]!;Que[From.GetLLle] infâme comploteu[From.GetRSe] !;[GetRootFromInsult]!;;¡Será intrigante...!;;;;;;;;;x
EVTOPTA_MNM_20061;Invite [dw_buddy.GetFirstName] over for some fun...;Inviter [dw_buddy.GetFirstName] pour s'amuser un peu...;Ladet [dw_buddy.GetFirstName] zu Euch ein, um zusammen etwas Spaßiges zu erleben ...;;Invita a [dw_buddy.GetFirstName] a pasar un buen rato...;;;;;;;;;x
EVTOPTA_MNM_20063;Damnation!;Enfer et damnation !;Verdammt noch mal!;;¡Maldición!;;;;;;;;;x
EVTOPTA_MNM_20065;AAARRGH! AAAAH!;AAAh ! AAAAAAAAAAAAAH !;;;¡¡AAAHHHH! ¡AAAAH!;;;;;;;;;x
EVTOPTA_MNM_20067;Hail [Root.GetDWRandomDemon]!;Je vous salue, [Root.GetDWRandomDemon] !;Lob sei [Root.GetDWRandomDemon]!;;¡Alabad a [Root.GetDWRandomDemon]!;;;;;;;;;x
EVTOPTA_MNM_20068;[FromFromFrom.GetFirstName]!!!;[FromFromFrom.GetFirstName] !!;;;¡¡¡[FromFromFrom.GetFirstName]!!!;;;;;;;;;x
EVTOPTA_MNM_20081;Approve the scheme!;J'approuve le complot !;Stimmt dem Vorhaben zu!;;¡Aprueba el plan!;;;;;;;;;x
EVTOPTA_MNM_20084;Idiots!;Ah les idiots !;Idioten!;;¡Idiotas!;;;;;;;;;x
EVTOPTA_MNM_20101;Annoying!;C'est regrettable !;Das ist bedauerlich!;;¡Qué incordio!;;;;;;;;;x

EVTOPTB_MNM_6993;So much for the power of [satanists_inductor.GetDWDevil]...;J'en attendais plus du pouvoir [satanists_inductor.GetDWDevilDuDela]...;So viel zur Macht von [satanists_inductor.GetDWDevil]...;;Vaya con el poder de [satanists_inductor.GetDWDevil]...;;;;;;;;;x
EVTOPTB_MNM_7029;Unfortunately I cannot do so at this time.;Malheureusement, je ne peux pas le faire en ce moment.;Leider kann ich das im Moment nicht tun.;;Por desgracia, no puedo hacerlo esta vez.;;;;;;;;;x
EVTOPTB_MNM_7111;No, there's too many people around.;Non, il y a trop de gens dans les parages.;Nein, da sind zu viele Leute.;;Hay demasiada gente alrededor.;;;;;;;;;x
EVTOPTB_MNM_7113_PLOTTING;Avoid them, no need for the extra risk.;L'éviter. Pas besoin de prendre plus de risque.;Vermeidet sie. Kein Grund, unnötige Risiken einzugehen.;;Procurad que no os vea. No queremos correr riesgos.;;;;;;;;;x
EVTOPTB_MNM_7113_VIOLENT;Let them live, if they speak it shall only serve to spread the glory.;[desecration_holder.GetLeLaCap] laisser vivre. [desecration_holder.GetSilSielleCap] parle, ça ne fera qu'accentuer notre gloire.;Lasst sie leben. Wenn sie reden, wird es nur noch mehr zur Verbreitung des Ruhms beitragen.;;Dejad que viva. Si se va de la lengua, aumentará nuestra leyenda.;;;;;;;;;x
EVTOPTB_MNM_7114;Retreat!;Retirons-nous !;Rückzug!;;¡Retirada!;;;;;;;;;x
EVTOPTB_MNM_7123;You have truly been blessed, [dw_induction_target.GetFirstName].;Vous avez vraiment été béni[dw_induction_target.Get_E], [dw_induction_target.GetFirstName].;Ihr seid wahrlich gesegnet, [dw_induction_target.GetFirstName].;;Te han bendecido de verdad, [dw_induction_target.GetFirstName].;;;;;;;;;x
EVTOPTB_MNM_7801;No... I cannot do this.;Non... Je ne peux pas faire ça.;Nein ... Ich kann es nicht tun.;;No... No puedo hacerlo.;;;;;;;;;x
